;
0;[0,5]
1;[0,5]
2;[0,5]
3;[0,5]
4;[0,5]
5;[0,5]
6;]5,10]
7;]5,10]
8;]5,10]
9;]5,10]
10;]5,10]
11;]10,20]
12;]10,20]
13;]10,20]
14;]10,20]
15;]10,20]
16;]10,20]
17;]10,20]
18;]10,20]
19;]10,20]
20;]10,20]
21;]20,40]
22;]20,40]
23;]20,40]
24;]20,40]
25;]20,40]
26;]20,40]
27;]20,40]
28;]20,40]
29;]20,40]
30;]20,40]
31;]20,40]
32;]20,40]
33;]20,40]
34;]20,40]
35;]20,40]
36;]20,40]
37;]20,40]
38;]20,40]
39;]20,40]
40;]20,40]
41;]40,80]
42;]40,80]
43;]40,80]
44;]40,80]
45;]40,80]
46;]40,80]
47;]40,80]
48;]40,80]
49;]40,80]
50;]40,80]
51;]40,80]
52;]40,80]
53;]40,80]
54;]40,80]
55;]40,80]
56;]40,80]
57;]40,80]
58;]40,80]
59;]40,80]
60;]40,80]
61;]40,80]
62;]40,80]
63;]40,80]
64;]40,80]
65;]40,80]
66;]40,80]
67;]40,80]
68;]40,80]
69;]40,80]
70;]40,80]
71;]40,80]
72;]40,80]
73;]40,80]
74;]40,80]
75;]40,80]
76;]40,80]
77;]40,80]
78;]40,80]
79;]40,80]
80;]40,80]
81;]80,160]
82;]80,160]
83;]80,160]
84;]80,160]
85;]80,160]
86;]80,160]
87;]80,160]
88;]80,160]
89;]80,160]
90;]80,160]
91;]80,160]
92;]80,160]
93;]80,160]
94;]80,160]
95;]80,160]
96;]80,160]
97;]80,160]
98;]80,160]
99;]80,160]
100;]80,160]
101;]80,160]
102;]80,160]
103;]80,160]
104;]80,160]
105;]80,160]
106;]80,160]
107;]80,160]
108;]80,160]
109;]80,160]
110;]80,160]
111;]80,160]
112;]80,160]
113;]80,160]
114;]80,160]
115;]80,160]
116;]80,160]
117;]80,160]
118;]80,160]
119;]80,160]
120;]80,160]
121;]80,160]
122;]80,160]
123;]80,160]
124;]80,160]
125;]80,160]
126;]80,160]
127;]80,160]
128;]80,160]
129;]80,160]
130;]80,160]
131;]80,160]
132;]80,160]
133;]80,160]
134;]80,160]
135;]80,160]
136;]80,160]
137;]80,160]
138;]80,160]
139;]80,160]
140;]80,160]
141;]80,160]
142;]80,160]
143;]80,160]
144;]80,160]
145;]80,160]
146;]80,160]
147;]80,160]
148;]80,160]
149;]80,160]
150;]80,160]
151;]80,160]
152;]80,160]
153;]80,160]
154;]80,160]
155;]80,160]
156;]80,160]
157;]80,160]
158;]80,160]
159;]80,160]
160;]80,160]
161;]160,320]
162;]160,320]
163;]160,320]
164;]160,320]
165;]160,320]
166;]160,320]
167;]160,320]
168;]160,320]
169;]160,320]
170;]160,320]
171;]160,320]
172;]160,320]
173;]160,320]
174;]160,320]
175;]160,320]
176;]160,320]
177;]160,320]
178;]160,320]
179;]160,320]
180;]160,320]
181;]160,320]
182;]160,320]
183;]160,320]
184;]160,320]
185;]160,320]
186;]160,320]
187;]160,320]
188;]160,320]
189;]160,320]
190;]160,320]
191;]160,320]
192;]160,320]
193;]160,320]
194;]160,320]
195;]160,320]
196;]160,320]
197;]160,320]
198;]160,320]
199;]160,320]
200;]160,320]
201;]160,320]
202;]160,320]
203;]160,320]
204;]160,320]
205;]160,320]
206;]160,320]
207;]160,320]
208;]160,320]
209;]160,320]
210;]160,320]
211;]160,320]
212;]160,320]
213;]160,320]
214;]160,320]
215;]160,320]
216;]160,320]
217;]160,320]
218;]160,320]
219;]160,320]
220;]160,320]
221;]160,320]
222;]160,320]
223;]160,320]
224;]160,320]
225;]160,320]
226;]160,320]
227;]160,320]
228;]160,320]
229;]160,320]
230;]160,320]
231;]160,320]
232;]160,320]
233;]160,320]
234;]160,320]
235;]160,320]
236;]160,320]
237;]160,320]
238;]160,320]
239;]160,320]
240;]160,320]
241;]160,320]
242;]160,320]
243;]160,320]
244;]160,320]
245;]160,320]
246;]160,320]
247;]160,320]
248;]160,320]
249;]160,320]
250;]160,320]
251;]160,320]
252;]160,320]
253;]160,320]
254;]160,320]
255;]160,320]
256;]160,320]
257;]160,320]
258;]160,320]
259;]160,320]
260;]160,320]
261;]160,320]
262;]160,320]
263;]160,320]
264;]160,320]
265;]160,320]
266;]160,320]
267;]160,320]
268;]160,320]
269;]160,320]
270;]160,320]
271;]160,320]
272;]160,320]
273;]160,320]
274;]160,320]
275;]160,320]
276;]160,320]
277;]160,320]
278;]160,320]
279;]160,320]
280;]160,320]
281;]160,320]
282;]160,320]
283;]160,320]
284;]160,320]
285;]160,320]
286;]160,320]
287;]160,320]
288;]160,320]
289;]160,320]
290;]160,320]
291;]160,320]
292;]160,320]
293;]160,320]
294;]160,320]
295;]160,320]
296;]160,320]
297;]160,320]
298;]160,320]
299;]160,320]
300;]160,320]
301;]160,320]
302;]160,320]
303;]160,320]
304;]160,320]
305;]160,320]
306;]160,320]
307;]160,320]
308;]160,320]
309;]160,320]
310;]160,320]
311;]160,320]
312;]160,320]
313;]160,320]
314;]160,320]
315;]160,320]
316;]160,320]
317;]160,320]
318;]160,320]
319;]160,320]
320;]160,320]
321;]320,640]
322;]320,640]
323;]320,640]
324;]320,640]
325;]320,640]
326;]320,640]
327;]320,640]
328;]320,640]
329;]320,640]
330;]320,640]
331;]320,640]
332;]320,640]
333;]320,640]
